Inferencer=MAR
Selector=SHR
Reading graph data...
Selecting train set...
Number of typeA = 30.0
Number of typeB = 780.0
Number of typeC = 20.0
Inferencing...
Iter = 0
ObjValue = 77897239.971966
Iter = 1
Delta = 0.068469
ObjValue = 28493689.417910
Iter = 2
Delta = 0.056995
ObjValue = 19363530.782529
Iter = 3
Delta = 0.056084
ObjValue = 16496371.616876
Iter = 4
Delta = 0.054410
ObjValue = 15335337.382835
Iter = 5
Delta = 0.053256
ObjValue = 14794295.122896
Iter = 6
Delta = 0.052820
ObjValue = 14509187.378506
Iter = 7
Delta = 0.052822
ObjValue = 14328344.179813
Iter = 8
Delta = 0.052783
ObjValue = 14181002.440807
Iter = 9
Delta = 0.051835
ObjValue = 14034088.280200
Iter = 10
Delta = 0.049230
ObjValue = 13875290.040079
Iter = 11
Delta = 0.044757
ObjValue = 13704984.468197
Iter = 12
Delta = 0.039032
ObjValue = 13530886.370623
Iter = 13
Delta = 0.032940
ObjValue = 13363442.855976
Iter = 14
Delta = 0.027339
ObjValue = 13211984.962825
Iter = 15
Delta = 0.022642
ObjValue = 13082418.993524
Iter = 16
Delta = 0.018920
ObjValue = 12976791.859571
Iter = 17
Delta = 0.016044
ObjValue = 12894123.974231
Iter = 18
Delta = 0.013820
ObjValue = 12831574.905260
Iter = 19
Delta = 0.012069
ObjValue = 12785434.698847
Iter = 20
Delta = 0.010628
ObjValue = 12751905.899027
Iter = 21
Delta = 0.009397
ObjValue = 12727677.435149
Iter = 22
Delta = 0.008341
ObjValue = 12710219.313212
Iter = 23
Delta = 0.007444
ObjValue = 12697749.109351
Iter = 24
Delta = 0.006686
ObjValue = 12688968.794338
Iter = 25
Delta = 0.006038
ObjValue = 12682857.704747
Iter = 26
Delta = 0.005480
ObjValue = 12678624.464431
Iter = 27
Delta = 0.004992
ObjValue = 12675696.440862
Iter = 28
Delta = 0.004562
ObjValue = 12673683.268268
Iter = 29
Delta = 0.004185
ObjValue = 12672326.463408
Iter = 30
Delta = 0.003853
ObjValue = 12671465.334563
Iter = 31
Delta = 0.003563
ObjValue = 12671009.523981
Iter = 32
Delta = 0.003307
ObjValue = 12670898.538806
Iter = 33
Delta = 0.003079
ObjValue = 12671072.297223
Iter = 34
Delta = 0.002871
ObjValue = 12671458.265673
Iter = 35
Delta = 0.002676
ObjValue = 12671968.441256
Iter = 36
Delta = 0.002492
ObjValue = 12672521.413262
Iter = 37
Delta = 0.002324
ObjValue = 12673090.869757
Iter = 38
Delta = 0.002183
ObjValue = 12673752.398439
Iter = 39
Delta = 0.002087
ObjValue = 12674656.259225
Iter = 40
Delta = 0.002042
ObjValue = 12675899.678212
Iter = 41
Delta = 0.002038
ObjValue = 12677442.648292
Iter = 42
Delta = 0.002061
ObjValue = 12679180.308865
Iter = 43
Delta = 0.002099
ObjValue = 12681071.505972
Iter = 44
Delta = 0.002147
ObjValue = 12683177.012421
Iter = 45
Delta = 0.002205
ObjValue = 12685567.739942
Iter = 46
Delta = 0.002268
ObjValue = 12688199.619829
Iter = 47
Delta = 0.002328
ObjValue = 12690882.512729
Iter = 48
Delta = 0.002375
ObjValue = 12693362.743343
Iter = 49
Delta = 0.002400
ObjValue = 12695433.073599
Iter = 50
Delta = 0.002399
ObjValue = 12696991.249039
Iter = 51
Delta = 0.002375
ObjValue = 12698033.915520
Iter = 52
Delta = 0.002331
ObjValue = 12698618.972863
Iter = 53
Delta = 0.002272
ObjValue = 12698830.200565
Iter = 54
Delta = 0.002205
ObjValue = 12698757.115606
Iter = 55
Delta = 0.002136
ObjValue = 12698482.806952
Iter = 56
Delta = 0.002069
ObjValue = 12698071.099781
Iter = 57
Delta = 0.002007
ObjValue = 12697563.063388
Iter = 58
Delta = 0.001948
ObjValue = 12696986.206839
Iter = 59
Delta = 0.001894
ObjValue = 12696360.680616
Iter = 60
Delta = 0.001842
ObjValue = 12695698.768752
Iter = 61
Delta = 0.001792
ObjValue = 12695005.150350
Iter = 62
Delta = 0.001744
ObjValue = 12694281.701513
Iter = 63
Delta = 0.001695
ObjValue = 12693531.916839
Iter = 64
Delta = 0.001647
ObjValue = 12692758.966324
Iter = 65
Delta = 0.001599
ObjValue = 12691960.752039
Iter = 66
Delta = 0.001554
ObjValue = 12691130.512913
Iter = 67
Delta = 0.001513
ObjValue = 12690263.610622
Iter = 68
Delta = 0.001475
ObjValue = 12689363.283602
Iter = 69
Delta = 0.001442
ObjValue = 12688440.618578
Iter = 70
Delta = 0.001411
ObjValue = 12687509.313616
Iter = 71
Delta = 0.001382
ObjValue = 12686578.712025
Iter = 72
Delta = 0.001355
ObjValue = 12685650.188230
Iter = 73
Delta = 0.001330
ObjValue = 12684719.056262
Iter = 74
Delta = 0.001309
ObjValue = 12683778.302825
Iter = 75
Delta = 0.001289
ObjValue = 12682819.476511
Iter = 76
Delta = 0.001272
ObjValue = 12681830.399243
Iter = 77
Delta = 0.001255
ObjValue = 12680794.833646
Iter = 78
Delta = 0.001239
ObjValue = 12679699.194913
Iter = 79
Delta = 0.001225
ObjValue = 12678542.638589
Iter = 80
Delta = 0.001213
ObjValue = 12677340.581157
Iter = 81
Delta = 0.001203
ObjValue = 12676115.881187
Iter = 82
Delta = 0.001194
ObjValue = 12674884.650149
Iter = 83
Delta = 0.001184
ObjValue = 12673652.062882
Iter = 84
Delta = 0.001174
ObjValue = 12672419.102893
Iter = 85
Delta = 0.001161
ObjValue = 12671188.603386
Iter = 86
Delta = 0.001145
ObjValue = 12669966.392893
Iter = 87
Delta = 0.001128
ObjValue = 12668759.359948
Iter = 88
Delta = 0.001109
ObjValue = 12667572.737846
Iter = 89
Delta = 0.001089
ObjValue = 12666408.467607
Iter = 90
Delta = 0.001069
ObjValue = 12665265.177555
Iter = 91
Delta = 0.001050
ObjValue = 12664139.205214
Iter = 92
Delta = 0.001034
ObjValue = 12663026.014854
Iter = 93
Delta = 0.001019
ObjValue = 12661921.633369
Iter = 94
Delta = 0.001007
