Inferencer=GDG
Selector=SHR
Reading graph data...
Selecting train set...
Number of typeA = 0.0
Number of typeB = 6.0
Number of typeC = 0.0
Inferencing...
Iter = 0
ObjValue = 263689.581481
Iter = 1
Delta = 0.013002
ObjValue = 221491.388433
Iter = 2
Delta = 0.006243
ObjValue = 221401.337903
Iter = 3
Delta = 0.005153
ObjValue = 221364.465155
Iter = 4
Delta = 0.004082
ObjValue = 221339.593615
Iter = 5
Delta = 0.003732
ObjValue = 221323.847895
Iter = 6
Delta = 0.003993
ObjValue = 221318.278314
Iter = 7
Delta = 0.002975
ObjValue = 221308.250919
Iter = 8
Delta = 0.003214
ObjValue = 221304.727442
Iter = 9
Delta = 0.002860
ObjValue = 221295.810039
Iter = 10
Delta = 0.003000
ObjValue = 221295.962755
Iter = 11
Delta = 0.002939
ObjValue = 221284.814468
Iter = 12
Delta = 0.002617
ObjValue = 221287.362836
Iter = 13
Delta = 0.002731
ObjValue = 221279.122538
Iter = 14
Delta = 0.002634
ObjValue = 221277.102088
Iter = 15
Delta = 0.002502
ObjValue = 221269.461429
Iter = 16
Delta = 0.002315
ObjValue = 221269.655427
Iter = 17
Delta = 0.002475
ObjValue = 221261.520444
Iter = 18
Delta = 0.002359
ObjValue = 221265.059995
Iter = 19
Delta = 0.002266
ObjValue = 221255.805523
Iter = 20
Delta = 0.002301
ObjValue = 221261.042185
Iter = 21
Delta = 0.002226
ObjValue = 221251.228865
Iter = 22
Delta = 0.001975
ObjValue = 221260.029856
Iter = 23
Delta = 0.001979
ObjValue = 221248.083734
Iter = 24
Delta = 0.001910
ObjValue = 221256.721031
Iter = 25
Delta = 0.002026
ObjValue = 221244.356244
Iter = 26
Delta = 0.001977
ObjValue = 221255.475155
Iter = 27
Delta = 0.001926
ObjValue = 221244.347627
Iter = 28
Delta = 0.001828
ObjValue = 221257.181139
Iter = 29
Delta = 0.001874
ObjValue = 221246.689181
Iter = 30
Delta = 0.001745
ObjValue = 221260.713786
Iter = 31
Delta = 0.001790
ObjValue = 221247.161522
Iter = 32
Delta = 0.001736
ObjValue = 221263.437543
Iter = 33
Delta = 0.001673
ObjValue = 221257.009760
Iter = 34
Delta = 0.001807
ObjValue = 221272.480186
Iter = 35
Delta = 0.001797
ObjValue = 221262.965073
Iter = 36
Delta = 0.001642
ObjValue = 221280.517236
Iter = 37
Delta = 0.001609
ObjValue = 221273.447279
Iter = 38
Delta = 0.001496
ObjValue = 221287.724238
Iter = 39
Delta = 0.001582
ObjValue = 221283.725810
Iter = 40
Delta = 0.001556
ObjValue = 221294.556016
Iter = 41
Delta = 0.001615
ObjValue = 221293.240251
Iter = 42
Delta = 0.001596
ObjValue = 221302.851712
Iter = 43
Delta = 0.002018
ObjValue = 221300.701911
Iter = 44
Delta = 0.001696
ObjValue = 221306.179522
Iter = 45
Delta = 0.001474
ObjValue = 221310.425491
Iter = 46
Delta = 0.002049
ObjValue = 221308.559033
Iter = 47
Delta = 0.001607
ObjValue = 221303.836929
Iter = 48
Delta = 0.001641
ObjValue = 221311.183807
Iter = 49
Delta = 0.001691
ObjValue = 221309.867158
Iter = 50
Delta = 0.001413
ObjValue = 221313.969087
Iter = 51
Delta = 0.001222
ObjValue = 221317.018718
Iter = 52
Delta = 0.001376
ObjValue = 221321.021483
Iter = 53
Delta = 0.001543
ObjValue = 221321.558112
Iter = 54
Delta = 0.001348
ObjValue = 221323.817895
Iter = 55
Delta = 0.001584
ObjValue = 221327.493978
Iter = 56
Delta = 0.001756
ObjValue = 221323.355693
Iter = 57
Delta = 0.001721
ObjValue = 221322.483090
Iter = 58
Delta = 0.001831
ObjValue = 221316.349150
Iter = 59
Delta = 0.001459
ObjValue = 221316.718812
Iter = 60
Delta = 0.001744
ObjValue = 221318.609660
Iter = 61
Delta = 0.001354
ObjValue = 221319.182161
Iter = 62
Delta = 0.001022
ObjValue = 221324.079366
Iter = 63
Delta = 0.001088
ObjValue = 221325.991285
Iter = 64
Delta = 0.001238
ObjValue = 221329.249355
Iter = 65
Delta = 0.001184
ObjValue = 221330.015327
Iter = 66
Delta = 0.000959
ObjValue = 221333.489316
Iter = 67
Delta = 0.001145
ObjValue = 221336.495074
Iter = 68
Delta = 0.001849
ObjValue = 221330.352957
Iter = 69
Delta = 0.001367
ObjValue = 221328.124839
Iter = 70
Delta = 0.001878
ObjValue = 221330.483079
Iter = 71
Delta = 0.001808
ObjValue = 221318.406513
Iter = 72
Delta = 0.001102
ObjValue = 221326.192348
Iter = 73
Delta = 0.001217
ObjValue = 221324.985615
Iter = 74
Delta = 0.001273
ObjValue = 221329.974529
Iter = 75
Delta = 0.001139
ObjValue = 221330.199050
Iter = 76
Delta = 0.001233
ObjValue = 221336.520196
Iter = 77
Delta = 0.001360
ObjValue = 221334.524240
Iter = 78
Delta = 0.001413
ObjValue = 221337.312054
Iter = 79
Delta = 0.001512
ObjValue = 221330.614506
Iter = 80
Delta = 0.001293
ObjValue = 221334.164520
Iter = 81
Delta = 0.001111
ObjValue = 221334.199224
Iter = 82
Delta = 0.001173
ObjValue = 221337.856523
Iter = 83
Delta = 0.001164
ObjValue = 221336.755974
Iter = 84
Delta = 0.001008
ObjValue = 221342.782126
Iter = 85
Delta = 0.000995
ObjValue = 221341.999792
Iter = 86
Delta = 0.001313
ObjValue = 221345.953112
Iter = 87
Delta = 0.001083
ObjValue = 221343.713677
Iter = 88
Delta = 0.001116
ObjValue = 221349.385912
Iter = 89
Delta = 0.002267
ObjValue = 221320.417868
Iter = 90
Delta = 0.001779
ObjValue = 221330.811718
Iter = 91
Delta = 0.001495
ObjValue = 221351.925916
