Inferencer=GDG
Selector=SHR
Reading graph data...
Selecting train set...
Number of typeA = 83.0
Number of typeB = 2652.0
Number of typeC = 6.0
Inferencing...
Iter = 0
ObjValue = 655485605.429687
Iter = 1
Delta = 0.000176
ObjValue = 31716270.604325
Iter = 2
Delta = 0.000103
ObjValue = 31695321.556102
Iter = 3
Delta = 0.000077
ObjValue = 31682867.476842
Iter = 4
Delta = 0.000069
ObjValue = 31667759.251757
Iter = 5
Delta = 0.000065
ObjValue = 31654703.134995
Iter = 6
Delta = 0.000067
ObjValue = 31641489.508817
Iter = 7
Delta = 0.000072
ObjValue = 31629537.382131
Iter = 8
Delta = 0.000077
ObjValue = 31617902.908021
Iter = 9
Delta = 0.000086
ObjValue = 31607170.489587
Iter = 10
Delta = 0.000095
ObjValue = 31596818.137329
Iter = 11
Delta = 0.000106
ObjValue = 31587132.962898
Iter = 12
Delta = 0.000115
ObjValue = 31577788.301303
Iter = 13
Delta = 0.000124
ObjValue = 31568942.822013
Iter = 14
Delta = 0.000134
ObjValue = 31560371.578340
Iter = 15
Delta = 0.000143
ObjValue = 31552173.951899
Iter = 16
Delta = 0.000153
ObjValue = 31544193.897655
Iter = 17
Delta = 0.000162
ObjValue = 31536498.768124
Iter = 18
Delta = 0.000172
ObjValue = 31528977.234671
Iter = 19
Delta = 0.000180
ObjValue = 31521681.917889
Iter = 20
Delta = 0.000185
ObjValue = 31514523.850362
Iter = 21
Delta = 0.000190
ObjValue = 31507540.684764
Iter = 22
Delta = 0.000195
ObjValue = 31500670.297846
Iter = 23
Delta = 0.000198
ObjValue = 31493938.342671
Iter = 24
Delta = 0.000202
ObjValue = 31487298.119185
Iter = 25
Delta = 0.000205
ObjValue = 31480777.172864
Iter = 26
Delta = 0.000209
ObjValue = 31474341.703141
Iter = 27
Delta = 0.000207
ObjValue = 31468001.899547
Iter = 28
Delta = 0.000211
ObjValue = 31461732.012453
Iter = 29
Delta = 0.000209
ObjValue = 31455543.900801
Iter = 30
Delta = 0.000211
ObjValue = 31449418.157554
Iter = 31
Delta = 0.000208
ObjValue = 31443360.091885
Iter = 32
Delta = 0.000209
ObjValue = 31437358.471623
Iter = 33
Delta = 0.000206
ObjValue = 31431421.673088
Iter = 34
Delta = 0.000208
ObjValue = 31425538.667151
Iter = 35
Delta = 0.000208
ObjValue = 31419721.320077
Iter = 36
Delta = 0.000204
ObjValue = 31413948.684996
Iter = 37
Delta = 0.000205
ObjValue = 31408235.256022
Iter = 38
Delta = 0.000206
ObjValue = 31402569.941949
Iter = 39
Delta = 0.000201
ObjValue = 31396960.459919
Iter = 40
Delta = 0.000202
ObjValue = 31391404.285222
Iter = 41
Delta = 0.000200
ObjValue = 31385891.777813
Iter = 42
Delta = 0.000202
ObjValue = 31380423.500285
Iter = 43
Delta = 0.000194
ObjValue = 31375006.012818
Iter = 44
Delta = 0.000196
ObjValue = 31369630.792416
Iter = 45
Delta = 0.000194
ObjValue = 31364301.858800
Iter = 46
Delta = 0.000189
ObjValue = 31359018.607494
Iter = 47
Delta = 0.000189
ObjValue = 31353780.169365
Iter = 48
Delta = 0.000188
ObjValue = 31348583.370440
Iter = 49
Delta = 0.000183
ObjValue = 31343431.476949
Iter = 50
Delta = 0.000184
ObjValue = 31338316.689604
Iter = 51
Delta = 0.000182
ObjValue = 31333239.991787
Iter = 52
Delta = 0.000178
ObjValue = 31328204.158209
Iter = 53
Delta = 0.000179
ObjValue = 31323210.290742
Iter = 54
Delta = 0.000176
ObjValue = 31318255.474377
Iter = 55
Delta = 0.000178
ObjValue = 31313342.243664
Iter = 56
Delta = 0.000175
ObjValue = 31308471.995185
Iter = 57
Delta = 0.000172
ObjValue = 31303635.878548
Iter = 58
Delta = 0.000170
ObjValue = 31298837.748611
Iter = 59
Delta = 0.000169
ObjValue = 31294077.080363
Iter = 60
Delta = 0.000168
ObjValue = 31289353.812995
Iter = 61
Delta = 0.000166
ObjValue = 31284668.496848
Iter = 62
Delta = 0.000166
ObjValue = 31280020.707574
Iter = 63
Delta = 0.000162
ObjValue = 31275409.636247
Iter = 64
Delta = 0.000155
ObjValue = 31270834.440533
Iter = 65
Delta = 0.000157
ObjValue = 31266305.764767
Iter = 66
Delta = 0.000158
ObjValue = 31261801.158242
Iter = 67
Delta = 0.000156
ObjValue = 31257334.110668
Iter = 68
Delta = 0.000146
ObjValue = 31252899.496308
Iter = 69
Delta = 0.000149
ObjValue = 31248501.239351
Iter = 70
Delta = 0.000143
ObjValue = 31244135.900849
Iter = 71
Delta = 0.000147
ObjValue = 31239804.572316
Iter = 72
Delta = 0.000144
ObjValue = 31235506.549567
Iter = 73
Delta = 0.000139
ObjValue = 31231242.186379
Iter = 74
Delta = 0.000135
ObjValue = 31227008.723489
Iter = 75
Delta = 0.000134
ObjValue = 31222809.083478
Iter = 76
Delta = 0.000132
ObjValue = 31218640.397525
Iter = 77
Delta = 0.000137
ObjValue = 31214505.096793
Iter = 78
Delta = 0.000133
ObjValue = 31210399.743767
Iter = 79
Delta = 0.000129
ObjValue = 31206325.235746
Iter = 80
Delta = 0.000125
ObjValue = 31202282.548775
Iter = 81
Delta = 0.000124
ObjValue = 31198270.276330
Iter = 82
Delta = 0.000127
ObjValue = 31194287.646462
Iter = 83
Delta = 0.000126
ObjValue = 31190336.011200
Iter = 84
Delta = 0.000120
ObjValue = 31186412.677073
Iter = 85
Delta = 0.000123
ObjValue = 31182520.066668
Iter = 86
Delta = 0.000119
ObjValue = 31178655.936425
Iter = 87
Delta = 0.000112
ObjValue = 31174820.316848
Iter = 88
Delta = 0.000119
ObjValue = 31171014.468799
Iter = 89
Delta = 0.000115
ObjValue = 31167236.593721
Iter = 90
Delta = 0.000118
ObjValue = 31163487.622759
Iter = 91
Delta = 0.000108
ObjValue = 31159765.967382
Iter = 92
Delta = 0.000107
ObjValue = 31156079.936293
Iter = 93
Delta = 0.000109
ObjValue = 31152413.362815
Iter = 94
Delta = 0.000115
ObjValue = 31148774.234358
Iter = 95
Delta = 0.000113
ObjValue = 31145162.789149
Iter = 96
Delta = 0.000107
ObjValue = 31141577.959270
Iter = 97
Delta = 0.000103
ObjValue = 31138018.585818
Iter = 98
Delta = 0.000101
ObjValue = 31134485.977725
Iter = 99
Delta = 0.000105
ObjValue = 31130978.990710
Iter = 100
Delta = 0.000104
ObjValue = 31127499.309899
Processed in 280090.891 ms
Checking result...
Accuracy = 0.9166074753796242
Accuracy of typeA = 56.0/71.0 = 0.7887323943661971
Accuracy of typeB = 27975.0/31333.0 = 0.8928286471132671
Accuracy of typeC = 19716.0/20687.0 = 0.9530623096630735
