Inferencer=GDR
Selector=RND
Reading graph data...
Selecting train set...
Number of typeA = 1.0
Number of typeB = 8.0
Number of typeC = 0.0
Inferencing...
Iter = 0
ObjValue = 262821.562008
Iter = 1
Delta = 0.004411
ObjValue = 226321.447420
Iter = 2
Delta = 0.005715
ObjValue = 226233.048998
Iter = 3
Delta = 0.006456
ObjValue = 226112.719608
Iter = 4
Delta = 0.006878
ObjValue = 225994.921687
Iter = 5
Delta = 0.007082
ObjValue = 225865.483122
Iter = 6
Delta = 0.007410
ObjValue = 225727.220516
Iter = 7
Delta = 0.008196
ObjValue = 225570.698741
Iter = 8
Delta = 0.009501
ObjValue = 225390.092615
Iter = 9
Delta = 0.011344
ObjValue = 225172.876373
Iter = 10
Delta = 0.013713
ObjValue = 224905.483610
Iter = 11
Delta = 0.016580
ObjValue = 224569.590907
Iter = 12
Delta = 0.019935
ObjValue = 224146.264899
Iter = 13
Delta = 0.023731
ObjValue = 223617.871946
Iter = 14
Delta = 0.027793
ObjValue = 222975.186756
Iter = 15
Delta = 0.031136
ObjValue = 222298.272117
Iter = 16
Delta = 0.031979
ObjValue = 221524.430547
Iter = 17
Delta = 0.031092
ObjValue = 220833.269102
Iter = 18
Delta = 0.029933
ObjValue = 220193.031816
Iter = 19
Delta = 0.028158
ObjValue = 219738.126400
Iter = 20
Delta = 0.026416
ObjValue = 219405.316024
Iter = 21
Delta = 0.024607
ObjValue = 219067.814835
Iter = 22
Delta = 0.022785
ObjValue = 218974.785717
Iter = 23
Delta = 0.021083
ObjValue = 218826.790063
Iter = 24
Delta = 0.019596
ObjValue = 218954.993706
Iter = 25
Delta = 0.018136
ObjValue = 219026.333823
Iter = 26
Delta = 0.016860
ObjValue = 219274.747651
Iter = 27
Delta = 0.015609
ObjValue = 219433.547914
Iter = 28
Delta = 0.014628
ObjValue = 219681.107656
Iter = 29
Delta = 0.013668
ObjValue = 219885.197618
Iter = 30
Delta = 0.012961
ObjValue = 220109.951415
Iter = 31
Delta = 0.012011
ObjValue = 220308.500599
Iter = 32
Delta = 0.011338
ObjValue = 220498.433885
Iter = 33
Delta = 0.010741
ObjValue = 220665.951971
Iter = 34
Delta = 0.010278
ObjValue = 220806.292860
Iter = 35
Delta = 0.009848
ObjValue = 220937.351987
Iter = 36
Delta = 0.009458
ObjValue = 221039.845500
Iter = 37
Delta = 0.009162
ObjValue = 221125.516152
Iter = 38
Delta = 0.008924
ObjValue = 221191.662360
Iter = 39
Delta = 0.008633
ObjValue = 221246.993154
Iter = 40
Delta = 0.008451
ObjValue = 221276.656057
Iter = 41
Delta = 0.008177
ObjValue = 221305.871018
Iter = 42
Delta = 0.008019
ObjValue = 221310.053720
Iter = 43
Delta = 0.007853
ObjValue = 221321.248498
Iter = 44
Delta = 0.007708
ObjValue = 221312.145412
Iter = 45
Delta = 0.007613
ObjValue = 221303.385961
Iter = 46
Delta = 0.007474
ObjValue = 221273.617621
Iter = 47
Delta = 0.007384
ObjValue = 221256.218597
Iter = 48
Delta = 0.007219
ObjValue = 221217.900449
Iter = 49
Delta = 0.007125
ObjValue = 221193.465964
Iter = 50
Delta = 0.007014
ObjValue = 221152.479554
Iter = 51
Delta = 0.006876
ObjValue = 221124.667660
Iter = 52
Delta = 0.006733
ObjValue = 221084.194315
Iter = 53
Delta = 0.006506
ObjValue = 221064.578565
Iter = 54
Delta = 0.006329
ObjValue = 221035.624103
Iter = 55
Delta = 0.006239
ObjValue = 221013.659198
Iter = 56
Delta = 0.006032
ObjValue = 220990.707260
Iter = 57
Delta = 0.005957
ObjValue = 220969.563638
Iter = 58
Delta = 0.005769
ObjValue = 220948.210286
Iter = 59
Delta = 0.005649
ObjValue = 220931.451711
Iter = 60
Delta = 0.005448
ObjValue = 220917.236943
Iter = 61
Delta = 0.005382
ObjValue = 220902.868485
Iter = 62
Delta = 0.005229
ObjValue = 220894.785382
Iter = 63
Delta = 0.005165
ObjValue = 220881.096683
Iter = 64
Delta = 0.005033
ObjValue = 220875.022240
Iter = 65
Delta = 0.004936
ObjValue = 220865.685954
Iter = 66
Delta = 0.004814
ObjValue = 220865.395295
Iter = 67
Delta = 0.004744
ObjValue = 220857.219606
Iter = 68
Delta = 0.004640
ObjValue = 220858.051423
Iter = 69
Delta = 0.004555
ObjValue = 220855.197476
Iter = 70
Delta = 0.004425
ObjValue = 220855.042474
Iter = 71
Delta = 0.004344
ObjValue = 220861.085019
Iter = 72
Delta = 0.004256
ObjValue = 220859.538047
Iter = 73
Delta = 0.004180
ObjValue = 220874.721946
Iter = 74
Delta = 0.004099
ObjValue = 220869.557271
Iter = 75
Delta = 0.004021
ObjValue = 220890.192652
Iter = 76
Delta = 0.003915
ObjValue = 220882.190587
Iter = 77
Delta = 0.003838
ObjValue = 220908.597707
Iter = 78
Delta = 0.003773
ObjValue = 220897.623094
Iter = 79
Delta = 0.003691
ObjValue = 220921.431271
Iter = 80
Delta = 0.003624
ObjValue = 220906.910126
Iter = 81
Delta = 0.003571
ObjValue = 220934.568846
Iter = 82
Delta = 0.003503
ObjValue = 220915.410691
Iter = 83
Delta = 0.003459
ObjValue = 220948.183366
Iter = 84
Delta = 0.003409
ObjValue = 220922.596478
Iter = 85
Delta = 0.003369
ObjValue = 220961.151067
Iter = 86
Delta = 0.003328
ObjValue = 220929.693424
Iter = 87
Delta = 0.003286
ObjValue = 220974.623961
Iter = 88
Delta = 0.003254
ObjValue = 220934.597649
Iter = 89
Delta = 0.003237
ObjValue = 220987.372554
Iter = 90
Delta = 0.003207
ObjValue = 220938.759360
Iter = 91
Delta = 0.003170
ObjValue = 220999.592699
Iter = 92
Delta = 0.003163
ObjValue = 220941.360383
Iter = 93
Delta = 0.003168
ObjValue = 221011.851191
Iter = 94
Delta = 0.003150
ObjValue = 220942.858639
Iter = 95
Delta = 0.003161
ObjValue = 221024.139368
Iter = 96
Delta = 0.003164
ObjValue = 220943.920636
Iter = 97
Delta = 0.003179
ObjValue = 221037.211099
Iter = 98
Delta = 0.003169
ObjValue = 220944.185142
Iter = 99
Delta = 0.003170
ObjValue = 221049.097021
Iter = 100
Delta = 0.003192
ObjValue = 220944.405315
Processed in 6218.746 ms
Checking result...
Accuracy = 0.9052631578947369
Accuracy of typeA = 14.0/14.0 = 1.0
Accuracy of typeB = 158.0/176.0 = 0.8977272727272727
Accuracy of typeC = null/null = NaN
