Inferencer=GDR
Selector=SHR
Reading graph data...
Selecting train set...
Number of typeA = 32.0
Number of typeB = 776.0
Number of typeC = 22.0
Inferencing...
Iter = 0
ObjValue = 104335791.921676
Iter = 1
Delta = 0.320640
ObjValue = 13143900.562526
Iter = 2
Delta = 0.000517
ObjValue = 12386224.272389
Iter = 3
Delta = 0.000633
ObjValue = 11709626.122832
Iter = 4
Delta = 0.000752
ObjValue = 11131573.509516
Iter = 5
Delta = 0.000876
ObjValue = 10651540.469294
Iter = 6
Delta = 0.001013
ObjValue = 10258263.620537
Iter = 7
Delta = 0.001163
ObjValue = 9940256.171605
Iter = 8
Delta = 0.001318
ObjValue = 9685033.363193
Iter = 9
Delta = 0.001484
ObjValue = 9481823.578410
Iter = 10
Delta = 0.001661
ObjValue = 9320704.690252
Iter = 11
Delta = 0.001859
ObjValue = 9193602.857229
Iter = 12
Delta = 0.002063
ObjValue = 9093549.075854
Iter = 13
Delta = 0.002295
ObjValue = 9015039.381838
Iter = 14
Delta = 0.002524
ObjValue = 8953481.444923
Iter = 15
Delta = 0.002771
ObjValue = 8905325.843215
Iter = 16
Delta = 0.003028
ObjValue = 8867637.133649
Iter = 17
Delta = 0.003303
ObjValue = 8838180.823404
Iter = 18
Delta = 0.003551
ObjValue = 8815133.175099
Iter = 19
Delta = 0.003811
ObjValue = 8797112.867796
Iter = 20
Delta = 0.004102
ObjValue = 8782989.784311
Iter = 21
Delta = 0.004341
ObjValue = 8771933.223226
Iter = 22
Delta = 0.004552
ObjValue = 8763250.391024
Iter = 23
Delta = 0.004765
ObjValue = 8756430.574198
Iter = 24
Delta = 0.004946
ObjValue = 8751051.017460
Iter = 25
Delta = 0.005070
ObjValue = 8746815.765200
Iter = 26
Delta = 0.005109
ObjValue = 8743464.846341
Iter = 27
Delta = 0.005154
ObjValue = 8740816.604774
Iter = 28
Delta = 0.005075
ObjValue = 8738716.594220
Iter = 29
Delta = 0.004981
ObjValue = 8737055.757110
Iter = 30
Delta = 0.004839
ObjValue = 8735735.081549
Iter = 31
Delta = 0.004676
ObjValue = 8734689.622832
Iter = 32
Delta = 0.004469
ObjValue = 8733856.184754
Iter = 33
Delta = 0.004275
ObjValue = 8733195.843070
Iter = 34
Delta = 0.004030
ObjValue = 8732667.925158
Iter = 35
Delta = 0.003780
ObjValue = 8732250.565110
Iter = 36
Delta = 0.003539
ObjValue = 8731916.016189
Iter = 37
Delta = 0.003317
ObjValue = 8731652.070934
Iter = 38
Delta = 0.003073
ObjValue = 8731441.005451
Iter = 39
Delta = 0.002843
ObjValue = 8731276.397087
Iter = 40
Delta = 0.002618
ObjValue = 8731144.833833
Iter = 41
Delta = 0.002410
ObjValue = 8731043.825454
Iter = 42
Delta = 0.002205
ObjValue = 8730963.871929
Iter = 43
Delta = 0.002032
ObjValue = 8730904.101268
Iter = 44
Delta = 0.001900
ObjValue = 8730857.563245
Iter = 45
Delta = 0.001780
ObjValue = 8730824.596379
Iter = 46
Delta = 0.001714
ObjValue = 8730799.643395
Iter = 47
Delta = 0.001681
ObjValue = 8730783.808751
Iter = 48
Delta = 0.001610
ObjValue = 8730773.614367
Iter = 49
