Inferencer=GDR
Selector=DEG
Reading graph data...
Selecting train set...
Number of typeA = 138.0
Number of typeB = 1601.0
Number of typeC = 1002.0
Inferencing...
Iter = 0
ObjValue = 733424921.725328
Iter = 1
Delta = 0.318723
ObjValue = 63093058.091718
Iter = 2
Delta = 0.000298
ObjValue = 57610985.311922
Iter = 3
Delta = 0.000370
ObjValue = 52562479.468367
Iter = 4
Delta = 0.000441
ObjValue = 48209037.830206
Iter = 5
Delta = 0.000515
ObjValue = 44582074.488016
Iter = 6
Delta = 0.000597
ObjValue = 41623787.267987
Iter = 7
Delta = 0.000687
ObjValue = 39245353.749506
Iter = 8
Delta = 0.000786
ObjValue = 37352808.455130
Iter = 9
Delta = 0.000900
ObjValue = 35858449.898011
Iter = 10
Delta = 0.001026
ObjValue = 34685491.129851
Iter = 11
Delta = 0.001167
ObjValue = 33769060.586345
Iter = 12
Delta = 0.001323
ObjValue = 33055699.222238
Iter = 13
Delta = 0.001502
ObjValue = 32502004.774901
Iter = 14
Delta = 0.001692
ObjValue = 32073270.129434
Iter = 15
Delta = 0.001908
ObjValue = 31741929.927683
Iter = 16
Delta = 0.002140
ObjValue = 31486197.924459
Iter = 17
Delta = 0.002395
ObjValue = 31289017.530053
Iter = 18
Delta = 0.002664
ObjValue = 31137103.201209
Iter = 19
Delta = 0.002949
ObjValue = 31020101.656220
Iter = 20
Delta = 0.003270
ObjValue = 30929990.389763
Iter = 21
Delta = 0.003586
ObjValue = 30860595.619579
Iter = 22
Delta = 0.003912
ObjValue = 30807135.245316
Iter = 23
Delta = 0.004237
ObjValue = 30765936.452286
Iter = 24
Delta = 0.004553
ObjValue = 30734161.324722
Iter = 25
Delta = 0.004917
ObjValue = 30709621.656757
Iter = 26
Delta = 0.005204
ObjValue = 30690660.895985
Iter = 27
Delta = 0.005448
ObjValue = 30675996.442882
Iter = 28
Delta = 0.005674
ObjValue = 30664641.723248
Iter = 29
Delta = 0.005888
ObjValue = 30655838.401753
Iter = 30
Delta = 0.006078
ObjValue = 30648996.934827
Iter = 31
Delta = 0.006127
ObjValue = 30643689.862600
Iter = 32
Delta = 0.006191
ObjValue = 30639561.237390
Iter = 33
Delta = 0.006140
ObjValue = 30636357.244267
Iter = 34
Delta = 0.006136
ObjValue = 30633858.615489
Iter = 35
Delta = 0.006037
ObjValue = 30631917.336964
Iter = 36
Delta = 0.005888
ObjValue = 30630408.030754
Iter = 37
Delta = 0.005661
ObjValue = 30629238.423035
Iter = 38
Delta = 0.005467
ObjValue = 30628330.757600
Iter = 39
Delta = 0.005229
ObjValue = 30627628.150391
Iter = 40
Delta = 0.004977
ObjValue = 30627085.483474
Iter = 41
Delta = 0.004686
ObjValue = 30626669.918417
Iter = 42
Delta = 0.004449
ObjValue = 30626349.972008
Iter = 43
Delta = 0.004180
ObjValue = 30626105.615577
Iter = 44
Delta = 0.003897
ObjValue = 30625922.277637
Iter = 45
Delta = 0.003614
ObjValue = 30625785.993131
Iter = 46
Delta = 0.003380
ObjValue = 30625685.176416
Iter = 47
Delta = 0.003085
ObjValue = 30625613.990616
Iter = 48
Delta = 0.002751
ObjValue = 30625566.989075
Iter = 49
Delta = 0.002429
ObjValue = 30625537.483158
Iter = 50
Delta = 0.002149
ObjValue = 30625519.754581
Iter = 51
Delta = 0.001971
ObjValue = 30625510.331296
Iter = 52
Delta = 0.001844
ObjValue = 30625507.400794
Iter = 53
Delta = 0.001743
ObjValue = 30625510.069177
Iter = 54
Delta = 0.001639
ObjValue = 30625517.367702
Iter = 55
Delta = 0.001542
ObjValue = 30625528.574330
Iter = 56
Delta = 0.001453
ObjValue = 30625542.749954
Iter = 57
Delta = 0.001365
ObjValue = 30625559.436446
Iter = 58
Delta = 0.001291
ObjValue = 30625577.866839
Iter = 59
Delta = 0.001225
ObjValue = 30625597.726216
Iter = 60
Delta = 0.001163
ObjValue = 30625618.490684
Iter = 61
Delta = 0.001107
ObjValue = 30625639.983083
Iter = 62
Delta = 0.001054
ObjValue = 30625661.845414
Iter = 63
Delta = 0.001004
ObjValue = 30625683.967018
Iter = 64
Delta = 0.000960
ObjValue = 30625706.072917
Iter = 65
Delta = 0.000921
ObjValue = 30625728.092915
Iter = 66
Delta = 0.000886
ObjValue = 30625749.860447
Iter = 67
Delta = 0.000856
ObjValue = 30625771.332505
Iter = 68
Delta = 0.000827
ObjValue = 30625792.408867
Iter = 69
Delta = 0.000803
ObjValue = 30625813.043435
Iter = 70
Delta = 0.000779
ObjValue = 30625833.193249
Iter = 71
Delta = 0.000760
ObjValue = 30625852.811878
Iter = 72
Delta = 0.000741
ObjValue = 30625871.903679
Iter = 73
Delta = 0.000723
ObjValue = 30625890.416435
Iter = 74
Delta = 0.000708
ObjValue = 30625908.388981
Iter = 75
Delta = 0.000694
ObjValue = 30625925.757680
Iter = 76
Delta = 0.000681
ObjValue = 30625942.602283
Iter = 77
Delta = 0.000668
ObjValue = 30625958.834867
Iter = 78
Delta = 0.000655
ObjValue = 30625974.558697
Iter = 79
Delta = 0.000643
ObjValue = 30625989.652619
Iter = 80
Delta = 0.000631
ObjValue = 30626004.255910
Iter = 81
Delta = 0.000620
ObjValue = 30626018.233995
Iter = 82
Delta = 0.000610
ObjValue = 30626031.760346
Iter = 83
Delta = 0.000601
ObjValue = 30626044.671452
Iter = 84
Delta = 0.000592
ObjValue = 30626057.171255
Iter = 85
Delta = 0.000584
ObjValue = 30626069.065872
Iter = 86
Delta = 0.000575
ObjValue = 30626080.592478
Iter = 87
Delta = 0.000568
ObjValue = 30626091.526854
Iter = 88
Delta = 0.000561
ObjValue = 30626102.134820
Iter = 89
Delta = 0.000554
ObjValue = 30626112.162567
Iter = 90
Delta = 0.000547
ObjValue = 30626121.906136
Iter = 91
Delta = 0.000541
ObjValue = 30626131.081610
Iter = 92
Delta = 0.000534
ObjValue = 30626140.015760
Iter = 93
Delta = 0.000528
ObjValue = 30626148.393648
Iter = 94
Delta = 0.000522
ObjValue = 30626156.574956
Iter = 95
Delta = 0.000517
ObjValue = 30626164.211696
Iter = 96
Delta = 0.000511
ObjValue = 30626171.696657
Iter = 97
Delta = 0.000506
ObjValue = 30626178.648263
Iter = 98
Delta = 0.000500
ObjValue = 30626185.491432
Iter = 99
Delta = 0.000494
ObjValue = 30626191.806319
Iter = 100
Delta = 0.000489
ObjValue = 30626198.054409
Processed in 285360.800 ms
Checking result...
Accuracy = 0.757462901460905
Accuracy of typeA = 12.0/16.0 = 0.75
Accuracy of typeB = 27227.0/32384.0 = 0.8407546936758893
Accuracy of typeC = 12218.0/19691.0 = 0.6204865166827485
