Inferencer=GDG
Selector=DEG
Reading graph data...
Selecting train set...
Number of typeA = 9.0
Number of typeB = 0.0
Number of typeC = 0.0
Inferencing...
Iter = 0
ObjValue = 288396.699906
Iter = 1
Delta = 0.004154
ObjValue = 218378.800566
Iter = 2
Delta = 0.005422
ObjValue = 218563.894228
Iter = 3
Delta = 0.005993
ObjValue = 218871.715908
Iter = 4
Delta = 0.006465
ObjValue = 219116.458360
Iter = 5
Delta = 0.006684
ObjValue = 219351.300823
Iter = 6
Delta = 0.006998
ObjValue = 219541.144630
Iter = 7
Delta = 0.007202
ObjValue = 219705.652070
Iter = 8
Delta = 0.007344
ObjValue = 219842.917500
Iter = 9
Delta = 0.007382
ObjValue = 219959.950317
Iter = 10
Delta = 0.007540
ObjValue = 220057.274059
Iter = 11
Delta = 0.007741
ObjValue = 220143.917406
Iter = 12
Delta = 0.007810
ObjValue = 220216.093037
Iter = 13
Delta = 0.008084
ObjValue = 220280.423228
Iter = 14
Delta = 0.008179
ObjValue = 220335.229680
Iter = 15
Delta = 0.008365
ObjValue = 220384.218680
Iter = 16
Delta = 0.008338
ObjValue = 220426.579592
Iter = 17
Delta = 0.008456
ObjValue = 220465.358519
Iter = 18
Delta = 0.008458
ObjValue = 220498.857755
Iter = 19
Delta = 0.008570
ObjValue = 220531.189143
Iter = 20
Delta = 0.008483
ObjValue = 220559.421568
Iter = 21
Delta = 0.008660
ObjValue = 220587.058159
Iter = 22
Delta = 0.008560
ObjValue = 220612.761033
Iter = 23
Delta = 0.008687
ObjValue = 220637.570043
Iter = 24
Delta = 0.008676
ObjValue = 220661.791305
Iter = 25
Delta = 0.008768
ObjValue = 220684.666445
Iter = 26
Delta = 0.008554
ObjValue = 220708.005296
Iter = 27
Delta = 0.008562
ObjValue = 220730.605840
Iter = 28
Delta = 0.008439
ObjValue = 220753.543054
Iter = 29
Delta = 0.008336
ObjValue = 220775.192546
Iter = 30
Delta = 0.008324
ObjValue = 220798.441778
Iter = 31
Delta = 0.008289
ObjValue = 220819.125325
Iter = 32
Delta = 0.008214
ObjValue = 220841.981176
Iter = 33
Delta = 0.007978
ObjValue = 220862.581341
Iter = 34
Delta = 0.007883
ObjValue = 220884.414143
Iter = 35
Delta = 0.007733
ObjValue = 220904.609665
Iter = 36
Delta = 0.007602
ObjValue = 220926.054138
Iter = 37
Delta = 0.007563
ObjValue = 220945.064670
Iter = 38
Delta = 0.007366
ObjValue = 220966.049299
Iter = 39
Delta = 0.007243
ObjValue = 220983.736016
Iter = 40
Delta = 0.007063
ObjValue = 221004.020073
Iter = 41
Delta = 0.006860
ObjValue = 221021.082189
Iter = 42
Delta = 0.006641
ObjValue = 221039.943014
Iter = 43
Delta = 0.006598
ObjValue = 221055.802867
Iter = 44
Delta = 0.006302
ObjValue = 221073.751338
Iter = 45
Delta = 0.006160
ObjValue = 221087.508492
Iter = 46
Delta = 0.006024
ObjValue = 221104.841244
Iter = 47
