Inferencer=GDR
Selector=RND
Reading graph data...
Selecting train set...
Number of typeA = 9.0
Number of typeB = 1719.0
Number of typeC = 1013.0
Inferencing...
Iter = 0
ObjValue = 535771989.004418
Iter = 1
Delta = 0.000141
ObjValue = 62294796.131628
Iter = 2
Delta = 0.000164
ObjValue = 62253625.718864
Iter = 3
Delta = 0.000188
ObjValue = 62269939.610122
Iter = 4
Delta = 0.000196
ObjValue = 62205289.169498
Iter = 5
Delta = 0.000207
ObjValue = 62226782.596760
Iter = 6
Delta = 0.000208
ObjValue = 62152069.232403
Iter = 7
Delta = 0.000216
ObjValue = 62185784.676559
Iter = 8
Delta = 0.000214
ObjValue = 62094074.580580
Iter = 9
Delta = 0.000221
ObjValue = 62150713.803367
Iter = 10
Delta = 0.000217
ObjValue = 62030738.140111
Iter = 11
Delta = 0.000225
ObjValue = 62125177.670548
Iter = 12
Delta = 0.000218
ObjValue = 61959472.749875
Iter = 13
Delta = 0.000228
ObjValue = 62113682.680239
Iter = 14
Delta = 0.000218
ObjValue = 61875670.182461
Iter = 15
Delta = 0.000233
ObjValue = 62122179.711312
Iter = 16
Delta = 0.000219
ObjValue = 61772973.336701
Iter = 17
Delta = 0.000241
ObjValue = 62157856.028155
Iter = 18
Delta = 0.000224
ObjValue = 61644922.968729
Iter = 19
Delta = 0.000255
ObjValue = 62226560.491889
Iter = 20
Delta = 0.000242
ObjValue = 61491106.728082
Iter = 21
Delta = 0.000284
ObjValue = 62323358.928827
Iter = 22
Delta = 0.000284
ObjValue = 61336082.120448
Iter = 23
Delta = 0.000341
ObjValue = 62404684.474600
Iter = 24
Delta = 0.000364
ObjValue = 61278412.590502
Iter = 25
Delta = 0.000446
ObjValue = 62324859.987602
Iter = 26
Delta = 0.000400
ObjValue = 61492765.099486
Iter = 27
Delta = 0.000482
ObjValue = 61828470.304202
Iter = 28
Delta = 0.000385
ObjValue = 62025442.127773
Iter = 29
Delta = 0.000472
ObjValue = 61072771.514385
Iter = 30
Delta = 0.000386
ObjValue = 62798224.823399
Iter = 31
Delta = 0.000470
ObjValue = 60208514.518200
Iter = 32
Delta = 0.000378
ObjValue = 63631516.168762
Iter = 33
Delta = 0.000454
ObjValue = 59390868.145059
Iter = 34
Delta = 0.000377
ObjValue = 64420929.235529
Iter = 35
Delta = 0.000444
ObjValue = 58667911.763951
Iter = 36
Delta = 0.000373
ObjValue = 65090424.938660
Iter = 37
Delta = 0.000430
ObjValue = 58084955.685055
Iter = 38
Delta = 0.000374
ObjValue = 65621803.550707
Iter = 39
Delta = 0.000422
ObjValue = 57627556.160983
Iter = 40
Delta = 0.000375
ObjValue = 66002126.991125
Iter = 41
Delta = 0.000411
ObjValue = 57298272.891048
Iter = 42
Delta = 0.000364
ObjValue = 66211504.547903
Iter = 43
Delta = 0.000391
ObjValue = 57098849.187969
Iter = 44
Delta = 0.000343
ObjValue = 66275873.536800
Iter = 45
Delta = 0.000363
