Inferencer=MAG
Selector=RND
Reading graph data...
Selecting train set...
Number of typeA = 9.0
Number of typeB = 1650.0
Number of typeC = 1082.0
Inferencing...
Iter = 0
ObjValue = 583537068.763254
Iter = 1
Delta = 0.024936
ObjValue = 30632196.646846
Iter = 2
Delta = 0.027623
ObjValue = 30620275.416936
Iter = 3
Delta = 0.033341
ObjValue = 30624887.000610
Iter = 4
Delta = 0.041795
ObjValue = 30625996.071112
Iter = 5
Delta = 0.051814
ObjValue = 30626338.815793
Iter = 6
Delta = 0.061249
ObjValue = 30626415.791099
Iter = 7
Delta = 0.067088
ObjValue = 30626349.955850
Iter = 8
Delta = 0.066968
ObjValue = 30626183.390947
Iter = 9
Delta = 0.060840
ObjValue = 30625952.369875
Iter = 10
Delta = 0.051291
ObjValue = 30625698.962495
Iter = 11
Delta = 0.041659
ObjValue = 30625454.601550
Iter = 12
Delta = 0.034207
ObjValue = 30625233.037015
Iter = 13
Delta = 0.029600
ObjValue = 30625038.317184
Iter = 14
Delta = 0.027320
ObjValue = 30624871.877671
Iter = 15
Delta = 0.026428
ObjValue = 30624733.606990
Iter = 16
Delta = 0.025879
ObjValue = 30624621.400332
Iter = 17
Delta = 0.025178
ObjValue = 30624531.408766
Iter = 18
Delta = 0.024172
ObjValue = 30624458.853670
Iter = 19
Delta = 0.022898
ObjValue = 30624400.234157
Iter = 20
Delta = 0.021442
ObjValue = 30624354.347536
Iter = 21
Delta = 0.019870
ObjValue = 30624319.150048
Iter = 22
Delta = 0.018267
ObjValue = 30624292.059973
Iter = 23
Delta = 0.016725
ObjValue = 30624272.802750
Iter = 24
Delta = 0.015317
ObjValue = 30624264.993983
Iter = 25
Delta = 0.014068
ObjValue = 30624275.263161
Iter = 26
Delta = 0.012977
ObjValue = 30624310.804686
Iter = 27
Delta = 0.012014
ObjValue = 30624377.231350
Iter = 28
Delta = 0.011155
ObjValue = 30624476.798034
Iter = 29
Delta = 0.010383
ObjValue = 30624607.389281
Iter = 30
Delta = 0.009689
ObjValue = 30624762.334869
Iter = 31
Delta = 0.009060
ObjValue = 30624931.273545
Iter = 32
Delta = 0.008486
ObjValue = 30625102.301337
Iter = 33
Delta = 0.007949
ObjValue = 30625264.089122
Iter = 34
Delta = 0.007429
ObjValue = 30625407.632857
Iter = 35
Delta = 0.006913
ObjValue = 30625527.682384
Iter = 36
Delta = 0.006397
ObjValue = 30625623.005059
Iter = 37
Delta = 0.005882
ObjValue = 30625695.418806
Iter = 38
Delta = 0.005372
ObjValue = 30625748.398195
Iter = 39
Delta = 0.004875
ObjValue = 30625785.921123
Iter = 40
Delta = 0.004410
ObjValue = 30625811.762161
Iter = 41
Delta = 0.003992
ObjValue = 30625829.162494
Iter = 42
Delta = 0.003623
ObjValue = 30625840.738529
Iter = 43
Delta = 0.003306
ObjValue = 30625848.510944
Iter = 44
Delta = 0.003038
ObjValue = 30625853.977583
Iter = 45
Delta = 0.002814
