Inferencer=MAG
Selector=DEG
Reading graph data...
Selecting train set...
Number of typeA = 332.0
Number of typeB = 4229.0
Number of typeC = 4705.0
Inference
Iter = 0
ObjValue = 1122185.733710
Iter = 1
Size = 9266
Delta = 0.063345
ObjValue = 1056120.037041
Iter = 2
Size = 9266
Delta = 0.054040
ObjValue = 1021914.056789
Iter = 3
Size = 9266
Delta = 0.046592
ObjValue = 1006050.485753
Iter = 4
Size = 9266
Delta = 0.040018
ObjValue = 999898.668477
Iter = 5
Size = 9266
Delta = 0.033752
ObjValue = 998805.189677
Iter = 6
Size = 9266
Delta = 0.027812
ObjValue = 1000253.654531
Iter = 7
Size = 9266
Delta = 0.022496
ObjValue = 1002762.386638
Iter = 8
Size = 9266
Delta = 0.018164
ObjValue = 1005420.692206
Iter = 9
Size = 9266
Delta = 0.014923
ObjValue = 1007757.517270
Iter = 10
Size = 9266
Delta = 0.012524
ObjValue = 1009645.613069
Iter = 11
Size = 9266
Delta = 0.010673
ObjValue = 1011128.844340
Iter = 12
Size = 9266
Delta = 0.009203
ObjValue = 1012286.745502
Iter = 13
Size = 9266
Delta = 0.008014
ObjValue = 1013192.244530
Iter = 14
Size = 9266
Delta = 0.007036
ObjValue = 1013904.457728
Iter = 15
Size = 9266
Delta = 0.006222
ObjValue = 1014466.342834
Iter = 16
Size = 9266
Delta = 0.005541
ObjValue = 1014903.615435
Iter = 17
Size = 9266
Delta = 0.004973
ObjValue = 1015229.406001
Iter = 18
Size = 9266
Delta = 0.004487
ObjValue = 1015464.400248
Iter = 19
Size = 9266
Delta = 0.004056
ObjValue = 1015647.026149
Iter = 20
Size = 9266
Delta = 0.003681
ObjValue = 1015805.809600
Iter = 21
Size = 9266
Delta = 0.003363
ObjValue = 1015945.528162
Iter = 22
Size = 9266
Delta = 0.003096
ObjValue = 1016059.588772
Iter = 23
Size = 9266
Delta = 0.002874
ObjValue = 1016138.484985
Iter = 24
Size = 9266
Delta = 0.002689
ObjValue = 1016172.642571
Iter = 25
Size = 9266
Delta = 0.002540
ObjValue = 1016153.869430
Iter = 26
Size = 9266
Delta = 0.002427
ObjValue = 1016073.133326
Iter = 27
Size = 9266
Delta = 0.002369
ObjValue = 1015918.631577
Iter = 28
Size = 9266
Delta = 0.002378
ObjValue = 1015684.842268
Iter = 29
Size = 9266
Delta = 0.002435
ObjValue = 1015388.462541
Iter = 30
Size = 9266
Delta = 0.002494
ObjValue = 1015068.064672
Iter = 31
Size = 9266
Delta = 0.002519
ObjValue = 1014764.146498
Iter = 32
Size = 9266
Delta = 0.002498
ObjValue = 1014504.768168
Iter = 33
Size = 9266
Delta = 0.002438
ObjValue = 1014302.731964
Iter = 34
Size = 9266
Delta = 0.002351
ObjValue = 1014157.032940
Iter = 35
Size = 9266
Delta = 0.002251
ObjValue = 1014057.332240
Iter = 36
Size = 9266
Delta = 0.002145
ObjValue = 1013989.784773
Iter = 37
Size = 9266
Delta = 0.002039
ObjValue = 1013941.420589
Iter = 38
Size = 9266
Delta = 0.001936
ObjValue = 1013902.334029
Iter = 39
Size = 9266
Delta = 0.001840
ObjValue = 1013866.284412
Iter = 40
Size = 9266
Delta = 0.001752
ObjValue = 1013830.160392
Iter = 41
Size = 9266
Delta = 0.001670
ObjValue = 1013792.824048
Iter = 42
Size = 9266
Delta = 0.001595
ObjValue = 1013754.085969
Iter = 43
Size = 9266
Delta = 0.001526
ObjValue = 1013714.065616
Iter = 44
Size = 9266
Delta = 0.001462
ObjValue = 1013672.796125
Iter = 45
Size = 9266
Delta = 0.001403
ObjValue = 1013630.099353
