0	2597060.375194	2597060.375194	1089287920.428267	2597060.375194	2597060.375194	1089287920.428267	2597060.375194
1	957101.678025	509534813.683012	125424.182799	172066761.472419	770726381.015450	302669507.226251	777104176.210638
2	28321.790750	511081802.045948	26120.723716	946099532.207334	557110714.781461	736176562.957423	1039806146.958050
3	25268.537328	509004690.329356	25212.925449	866438855.076047	513896516.141612	1027511563.992834	985411150.284641
4	25154.471456	495057925.010426	25151.426705	1119414957.600407	501171308.998855	965043008.046425	1046255656.095486
5	25141.683615	460650153.831671	25141.308584	1178403297.427480	506252321.128010	801973385.099901	1035053315.523828
6	25137.906746	408339064.938022	25138.964061	915166327.702891	503553158.168690	841426355.803538	1064988291.941957
7	25134.231954	355619199.513628	25138.541741	683552866.268301	513937674.643942	726073960.019606	1061323412.386316
8	25128.265460	313192061.825098	25138.733478	944131847.336707	513976772.051308	757710134.572074	1079352565.376167
9	25119.033086	277557854.546524	25139.131824	847278787.060744	525478068.484788	710350467.393391	1077804833.306157
10	25110.790940	246733649.406225	25139.583061	1065372656.231241	526963236.674346	727312964.380103	1089287920.428267
11	25109.478904	222901088.814942	25140.025151	1068579835.150301	537017073.914009	740967932.047670	1088469052.447594
12	25109.057424	205844425.438429	25140.434013	1184263659.760900	539271504.310485	881546865.218407	1095931422.339943
13	25107.986750	193338260.340144	25140.802140	1191986344.778875	546796618.157083	988762664.787912	1095404133.798567
14	25106.821310	184004499.857500	25141.129283	1393011051.076380	549002470.919102	1118393465.300537	1100301353.576365
15	25105.675561	177101795.121260	25141.418404	1416470312.524907	554269744.254266	1297562272.737025	1099913192.122019
16	25104.582010	172071852.429099	25141.673925	1635581333.678117	556259176.385672	1440797154.682866	1103150603.593632
17	25103.565994	168375416.209064	25141.900660	1566950499.816342	559732991.126523	1580012660.268130	1102843965.277741
18	25102.649702	165596856.546955	25142.103016	1695140601.513172	561179552.612018	1609973232.088471	1105000398.224110
19	25101.849860	163505871.001066	25142.284519	1677713158.470871	563687282.889600	1690294285.537372	1104750784.130172
20	25101.175722	161949558.846864	25142.447587	1722705030.984362	564680213.041003	1694558445.485017	1106200014.828060
21	25100.628386	160804389.143144	25142.593793	1729623448.108930	566250794.113542	1718837301.853467	1105994793.185783
22	25100.201528	159981360.805073	25142.724435	1732838006.406452	567141333.985671	1725942814.602642	1106979194.006961
23	25099.883196	159399312.285763	25142.840787	1734700776.388481	568167404.054311	1729153616.772559	1106810195.252560
24	25099.658075	158970857.114956	25142.944065	1737813075.069752	568780204.880374	1734084329.707602	1107487361.552915
25	25099.509652	158624596.729812	25143.035467	1738117084.065690	569552175.877549	1735418483.886007	1107348336.644952
26	25099.421919	158327002.837510	25143.116233	1741050945.886645	570022748.641988	1739205645.009806	1107821037.437612
27	25099.380440	158077735.052968	25143.187575	1740686720.473663	570473505.635841	1739476577.105071	1107706812.461698
28	25099.372887	157879342.338172	25143.250533	1743515523.867978	570731168.895672	1742662946.387993	1108042308.526664
29	25099.389172	157715839.699824	25143.305962	1742813092.961941	571191436.551698	1742280500.067540	1107948503.469455
30	25099.421365	157565505.797488	25143.354588	1745599186.440740	571207682.400218	1745217541.038811	1108191019.244528
31	25099.463487	157421505.488191	25143.396969	1744692997.249899	571481230.319142	1744450945.412091	1108113934.860723
32	25099.511229	157294743.248094	25143.433537	1747462318.170596	571599576.479373	1747283448.145091	1108292713.856215
33	25099.561603	157192778.804647	25143.464690	1746419134.904938	571707167.026700	1746305490.320416	1108229257.385194
34	25099.612585	157111802.068025	25143.490823	1749176523.576782	571849583.200654	1749087884.584801	1108363769.417327
35	25099.662786	157044026.446106	25143.512336	1748031109.636044	571900274.254644	1747978551.272297	1108311383.802320
36	25099.711220	156983351.850860	25143.529682	1750775471.606850	571913640.094172	1750731545.214113	1108414696.197371
37	25099.757156	156922895.866242	25143.543429	1749543222.320452	571908535.256770	1749517211.855127	1108371287.865822
38	25099.800067	156860637.978635	25143.554204	1752261941.728731	571951562.326756	1752241422.816871	1108452252.936595
39	25099.839617	156797982.390103	25143.562560	1750958074.719612	571976157.825936	1750947415.795580	1108416121.079655
40	25099.875643	156737201.727660	25143.569013	1753646343.479495	571859294.569839	1753637421.326448	1108480799.780572
41	25099.908138	156688111.806544	25143.574082	1752286075.577758	571990272.898378	1752282108.943340	1108450570.641312
42	25099.937227	156656971.756395	25143.578166	1754940574.936885	571795615.951549	1754936201.243263	1108503162.588918
43	25099.963140	156636945.233878	25143.581477	1753539511.489352	571792454.541429	1753538502.676206	1108477730.987280
44	25099.986183	156617747.836824	25143.584154	1756167112.960630	571960287.267388	1756164460.853868	1108521184.750599
45	25100.006700	156594727.872631	25143.586352	1754732027.976717	571785594.203045	1754731930.502283	1108499663.724082
46	25100.025020	156570028.576799	25143.588235	1757333582.315968	571766439.501784	1757332461.163121	1108536079.429915
47	25100.041426	156551583.534228	25143.589921	1755868757.878682	571780987.679616	1755869380.850659	1108517757.907197
48	25100.056133	156544291.329351	25143.591480	1758443811.179060	571757722.350933	1758443522.886395	1108548654.467387
49	25100.069292	156544935.308041	25143.592936	1756949053.756441	571687794.877673	1756950398.097986	1108532962.331627
50	25100.081016	156549218.916432	25143.594288	1759496226.857031	571702218.807116	1759498806.565462	1108559456.057421
51	25100.091400	156554799.205351	25143.595525	1757974454.631554	571703948.233385	1757975989.829757	1108545935.694680
52	25100.100543	156560658.497787	25143.596639	1760495172.028593	571736288.015160	1760496548.321559	1108568860.627132
53	25100.108549	156566374.229200	25143.597628	1758952571.086627	571648225.766622	1758953637.287781	1108557143.986617
